Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Just-in-case,Stalinrichting melkvee,4,https://www.gddiergezondheid.nl/nl/Diergezondheid/Management/Stalklimaat-en-huisvesting/Stalinrichting-Melkvee,wat is en ligboxstal (https://www.notion.so/wat-is-en-ligboxstal-fb6ef68d60344b8eac0179a043e7c695?pvs=21),relevant,,gddiergezondheid.nl (https://www.notion.so/gddiergezondheid-nl-1299f960503b47c0861e861c0de49c06?pvs=21),Royal GD,complex,informatief,,commercieel,Winkels en bedrijven div,Vragen,no_ads,,,product-/bedrijfsinfo + uithangbord,4,1,,https://www.gddiergezondheid.nl,-,Maarten Sprenger,Needs peer-review,"January 14, 2024 1:18 PM",dieren
Nee,Lijst van gouverneurs en commissarissen van de Koning(in) van Limburg (Nederland) - Wikikids,4,https://wikikids.nl/Lijst_van_gouverneurs_en_commissarissen_van_de_Koning(in)_van_Limburg_(Nederland),De gouverneur van limburg (https://www.notion.so/De-gouverneur-van-limburg-f9cc218600054b3da3af094ef4830f45?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",complex,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,2 of meer woorden,no_ads,wat doet dit overzicht zonder inhoud in een kinderencyclopedie?,,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,-,Maarten Sprenger,Done,"January 14, 2024 1:04 PM",
Just-in-case,Stoomschip - 11 woorden,4,https://www.mijnwoordenboek.nl/puzzelwoordenboek/Stoomschip/1,stoomschip (https://www.notion.so/stoomschip-f9732dd1ee97460694f0b499c22a054c?pvs=21),niet_relevant,,mijnwoordenboek.nl (https://www.notion.so/mijnwoordenboek-nl-d37763015d79413a95ccc70111aaedef?pvs=21),Slot Webcommerce bv.,nvt,informatief,woordenboek,commercieel,Winkels en bedrijven div,Eén woord,"many_ads,online_kanspel_ads_2/24",,,informatieproduct div. commercieel,5,1,,https://www.mijnwoordenboek.nl/,"5 ",Maarten Sprenger,Done,"January 14, 2024 12:45 PM",
Ja,Hommels in je tuin herkennen | Natuurmonumenten,4,https://www.natuurmonumenten.nl/dieren/hommels-in-je-tuin-herkennen,hommels (https://www.notion.so/hommels-f4f064d913e0425086f6e26750c6d63b?pvs=21),relevant,,natuurmonumenten.nl (https://www.notion.so/natuurmonumenten-nl-bc2583f8c8414c5b91a1622d282bb874?pvs=21),Natuurmonumenten,redelijk_begrijpelijk,informatief,informatie_primair_doel,not_for_profit,NGO/Goede doelen site,Eén woord,company_promotion,,,informatie in het kader van goed doel,5,1,,https://www.natuurmonumenten.nl/,-,Maarten Sprenger,Done,"January 13, 2024 4:34 PM",dieren
Ja,Ongewervelde_dieren.pdf,4,https://cdn.schooltv.nl/fileadmin/PROGRAMMA/Basisonderwijs/DeBuitendienst/Ongewervelde_dieren.pdf,Ongewervelde dieren (https://www.notion.so/Ongewervelde-dieren-e2ea0873311948bcaa03d21d5605a89e?pvs=21),relevant,,schooltv.nl (https://www.notion.so/schooltv-nl-af1b8c2efe1d45c798b32fe158163da6?pvs=21),ntr:,redelijk_begrijpelijk,informatief,"doelgroep PO/8-12,doelgroep VO/12+,edutainment,informatie_primair_doel,infotainment,nieuws,onderwijscontent",not_for_profit,Publieke_omroep,Named entity,no_ads,,,"kwaliteitsinfo voor 8-18,publiek_mediaplatform (incl journalistiek)",12,1,,https://schooltv.nl/,"-  (KC 2, 6, 7)",Maarten Sprenger,Almost completed,"January 13, 2024 3:34 PM",
Nee,Azerty artikelen kopen? Alle artikelen online | bol,4,https://www.bol.com/nl/nl/b/azerty/599695038/,azerty (https://www.notion.so/azerty-ec04ab8431194d1bbf943727a797618e?pvs=21),niet_relevant,webshop_result_page,bol.com (https://www.notion.so/bol-com-02b75689a90f44eea296e22cdd09896c?pvs=21),bol.com b.v.,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Named entity,company_promotion,,,alleen webshop,6,1,,https://www.bol.com/,-,Maarten Sprenger,Done,"January 13, 2024 3:10 PM",
Just-in-case,De geschiedenis van de spijkerbroek | IsGeschiedenis,4,https://isgeschiedenis.nl/nieuws/de-geschiedenis-van-de-spijkerbroek,onstaan spijkerbroek (https://www.notion.so/onstaan-spijkerbroek-e236a406a4a74f00b7e88827bf70a313?pvs=21),relevant,,isgeschiedenis.nl (https://www.notion.so/isgeschiedenis-nl-daa5294c0a2547ef9859ce29a5feec67?pvs=21),Isgeschiedenis.nl,complex,informatief,"abo-print,edutainment,informatie_primair_doel",commercieel,Uitgevers (div. commercieel),2 of meer woorden,"company_promotion,many_ads",,,informatieproduct div. commercieel,3,1,,https://isgeschiedenis.nl,"8 (CH 1, 5;  klokhuis 2; WW 3; SS 9)",Maarten Sprenger,Almost completed,"January 13, 2024 2:31 PM",geschiedenis
Twijfel,Super Grappige En Schattige Paarden Filmpjes | Grappige Paarden Filmpjes - YouTube,4,https://www.youtube.com/watch?v=kqzTVEKqRnM,video van paarden (https://www.notion.so/video-van-paarden-dc11b8b6f71c4653b2788f18abfbd96b?pvs=21),relevant,,youtube.com/@YTtechsupportint (https://www.notion.so/youtube-com-YTtechsupportint-dfdaf59092344a39b5543f695034fcf5?pvs=21),Paarden Club NL,te_simpel,informatief,"BigTech,infinite_scroll,link/reclamevehikel,social_media,user_generated_content",commercieel,Individuele personen div,2 of meer woorden,many_ads,,,"aggregator/contentfarm,blog/vlog commercieel",7,1,,https://www.youtube.com/@YTtechsupportint,-,Maarten Sprenger,In progress,"January 13, 2024 1:52 PM",
Nee,"Kerstmis, kerst en kerstfeest | Van Dale NEDERLAND",4,https://www.vandale.nl/kerstmis-kerst-kerstfeest,kerstmis (https://www.notion.so/kerstmis-d9049904c07a41c6af4a345b6017178f?pvs=21),relevant,,vandale.nl (https://www.notion.so/vandale-nl-87218c57bef042bb8a19a09a8b7b9974?pvs=21),"Van Dale Uitgevers, Utrecht/Antwerpen",redelijk_begrijpelijk,informatief,"paywall (geheel/gedeeltelijk),webshop,woordenboek",commercieel,Uitgevers (educatief/literair),Eén woord,"company_promotion,over_the_top_ads",,,informatieproduct div. commercieel,4,1,,https://www.vandale.nl/,-,Maarten Sprenger,Done,"January 13, 2024 12:39 PM",
Ja,Otter | Natuurmonumenten,4,https://www.natuurmonumenten.nl/dieren/otter,otter kenmerken (https://www.notion.so/otter-kenmerken-d9068baceb2944508fcc1b97a85f787b?pvs=21),relevant,,natuurmonumenten.nl (https://www.notion.so/natuurmonumenten-nl-bc2583f8c8414c5b91a1622d282bb874?pvs=21),Natuurmonumenten,redelijk_begrijpelijk,informatief,informatie_primair_doel,not_for_profit,NGO/Goede doelen site,2 of meer woorden,company_promotion,,,informatie in het kader van goed doel,5,1,,https://www.natuurmonumenten.nl/,"2, 6 (JJ 1)",Maarten Sprenger,Done,"January 13, 2024 11:47 AM",dieren
Just-in-case,Naar wie kan ik chatberichten sturen op Facebook? | Facebook-helpcentrum,4,https://nl-nl.facebook.com/help/438779846195810,ik wil iemand een bericht steuren (https://www.notion.so/ik-wil-iemand-een-bericht-steuren-0d10e7122e484e72848b536f87d92989?pvs=21),relevant,outdated,facebook.com (https://www.notion.so/facebook-com-05ea9be69e884499b87e7677ca2f6ded?pvs=21),Meta,redelijk_begrijpelijk,informatief,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,2 of meer woorden,many_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.facebook.com,-,Maarten Sprenger,Done,"January 13, 2024 11:17 AM",
Just-in-case,Sloot - 15 definities - Encyclo,4,https://www.encyclo.nl/begrip/sloot,sloot (https://www.notion.so/sloot-d22e86756e8f40efb9d06847ed9335eb?pvs=21),relevant,,encyclo.nl (https://www.notion.so/encyclo-nl-91d5511e06ab4796b3176a7803a2d3dc?pvs=21),Slot Webcommerce bv.,complex,informatief,"encyclopedie,portal,woordenboek",commercieel,Uitgevers (div. commercieel),Eén woord,"many_ads,online_kanspel_ads_2/24",,,"aggregator/contentfarm,informatieproduct div. commercieel",7,1,,www.encyclo.nl,-,Maarten Sprenger,Needs peer-review,"January 12, 2024 9:57 PM",
Ja,Hoe verloopt de menstruatiecyclus? | allesoverseks.be - van Sensoa,4,https://www.allesoverseks.be/hoe-verloopt-de-menstruatiecyclus,maanstonden (https://www.notion.so/maanstonden-d166998bf97e4adeb2bffd443829bc7e?pvs=21),relevant,,allesoverseks.be (https://www.notion.so/allesoverseks-be-24bd2fdea1834e208929c14ed04390a9?pvs=21),Sensoa / Vlaanderen Overheid/Vlaams expertisecentrum voor seksuele gezondheid,redelijk_begrijpelijk,informatief,"doelgroep VO/12+,informatie_primair_doel,overheidsinfo (of i.o.v.),wel_link_naar_moederbedrijf",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,"kwaliteitsinfo voor 8-18,overheidsinformatie (overige)",3,1,,https://www.allesoverseks.be/,- (JJ 8),Maarten Sprenger,Done,"January 12, 2024 9:34 PM",lichaam
Just-in-case,Kangoeroes | Levende Have,4,https://www.levendehave.nl/dierenwikis/parkdieren/kangoeroes,kangoeroe (https://www.notion.so/kangoeroe-d15244f5ac414bc0aa33ff1c084f33fc?pvs=21),relevant,,levendehave.nl (https://www.notion.so/levendehave-nl-bb7960303a5f4b2db672fd11eef9198f?pvs=21),Landelijk Kennisnetwerk Levende Have; Stichting Levende Have,redelijk_begrijpelijk,informatief,"kennisbank/centrum,webshop",not_for_profit,NGO/Goede doelen site,Eén woord,"affiliate_marketing_2/24,limited_ads",,,kennisbank/centrum +,3,1,,levendehave.nl,1 (JJ 9),Maarten Sprenger,Needs peer-review,"January 12, 2024 7:33 PM",dieren
Nee,Ubel | Assortiment - Filters,4,https://ubel.nl/categories/filters?filterId=Y1705082938286,filters (https://www.notion.so/filters-cf9c1b0a52094195b70372091b7af0b8?pvs=21),niet_relevant,webshop_result_page,ubel.nl (https://www.notion.so/ubel-nl-63264881c75d4e4d9ac9759101198d6a?pvs=21),Ubel,nvt,transactional,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,webshop",commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,webshop/winkel+promotioneel deel,6,1,,https://ubel.nl/,-,Maarten Sprenger,Done,"January 12, 2024 7:11 PM",
Ja,Deze 10 weetjes maken van jou een kwallen-expert - Onze Natuur,4,https://www.onzenatuur.be/artikel/deze-10-weetjes-maken-van-jou-een-kwallen-expert,Kwal (https://www.notion.so/Kwal-cf5616d4edd549dca3ff2cfad6ce82c0?pvs=21),relevant,,onzenatuur.be (https://www.notion.so/onzenatuur-be-66ecf1d1c62a4778be6e510c94a7a495?pvs=21),Onze Natuur,complex,informatief,kennisbank/centrum,commercieel,Online-bedrijven,Eén woord,no_ads,,,kennisbank/centrum +,3,1,,https://www.onzenatuur.be/,"5, 6 (klokhuis 3,4)",Maarten Sprenger,Done,"January 12, 2024 6:35 PM","dieren,natuur,nieuws"
Just-in-case,rug - WikiWoordenboek,4,https://nl.wiktionary.org/wiki/rug,Rug (https://www.notion.so/Rug-c60242f600f94df4a22a2ee053e351fe?pvs=21),relevant,,wiktionary.org (https://www.notion.so/wiktionary-org-9367bbbea6f34bbd8079080577506925?pvs=21),"Wiktionary, Wikimedia foundation",complex,informatief,"user_generated_content,wiki,woordenboek",not_for_profit,Uitgevers (educatief/literair),Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,0,1,,https://nl.wiktionary.org/,2,Maarten Sprenger,Almost completed,"January 12, 2024 6:02 PM",
Nee,Greta Thunberg (@GretaThunberg) / X,4,https://twitter.com/GretaThunberg,greta thunberg (https://www.notion.so/greta-thunberg-bcf62302413145689d969de31e27056c?pvs=21),relevant,,twitter.com X (https://www.notion.so/twitter-com-X-2f6b1f705fc4429487b8a16281c5f3a1?pvs=21),X voorheen Twitter,nvt,navigational,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),paywall (geheel/gedeeltelijk),social_media,user_generated_content",ultra_commercieel,BigTech,Named entity,limited_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,30,1,,https://twitter.com/,"-  (JJ 3, 9)",Maarten Sprenger,Done,"January 8, 2024 4:05 PM",
Just-in-case,turnen ritmica - Google Zoeken Afbeeldingen,4,https://www.google.nl/search?sca_esv=596560865&q=turnen+ritmica&tbm=isch&source=univ&fir=eRTBkNqC_pqdnM%252CVLzH5x5ZJaipqM%252C_%253BVNUutHEmygzASM%252ChOq-qgV9rTOTDM%252C_%253BbVvP8K9OPBYw8M%252CTs1NC67-d7_bhM%252C_%253Bgq9O-KbwGzJwlM%252Ck_i7wSpeW-lYjM%252C_%253Bo4zLoLxdYDa1RM%252CTs1NC67-d7_bhM%252C_%253BW6m6IcKaukaYVM%252Camzc7frsMi9_QM%252C_%253BYWz3appoDocD6M%252CcmIWXqWqfjW-oM%252C_%253ByZe6lKDvfRuv9M%252CVLzH5x5ZJaipqM%252C_%253BsXm9g6h18lxX0M%252CyX8pNK_ofnAw0M%252C_%253B46i7v84HvdgqyM%252CgtkqyLGRSD5QvM%252C_&usg=AI4_-kStOoI0EblIvwP4PJqPv3983soDXQ&sa=X&ved=2ahUKEwimpZTwg86DAxXa8gIHHfFED3cQ7Al6BAgPEEM,turne ritmic (https://www.notion.so/turne-ritmic-3a974918990c4eedba0a03aee159f08c?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,2 of meer woorden,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,6 (zappsport),Maarten Sprenger,Almost completed,"January 8, 2024 3:47 PM",
Ja,Veranderingen in de puberteit,4,https://www.jouwggd.nl/lichaam/veranderingen-in-de-puberteit/,puberteit (https://www.notion.so/puberteit-bc1d9f0d2f864fa99268e4b458d219b4?pvs=21),relevant,,jouwggd.nl (https://www.notion.so/jouwggd-nl-e0d0d4fb16184c3b9c41b874d0bd84e7?pvs=21),JouwGGD.nl is de jongerenwebsite van GGD’en en JGZ-organisaties in Nederland.,redelijk_begrijpelijk,informatief,"doelgroep VO/12+,informatie_primair_doel,kennisbank/centrum",not_for_profit,Federatieve instelling/unie,Eén woord,no_ads,,,kwaliteitsinfo-gezondheidsorganisaties,1,1,,https://www.jouwggd.nl/,"2 ",Maarten Sprenger,Done,"January 8, 2024 3:25 PM","gezondheid,lichaam"
Ja,Wie bouwde de eerste auto? | historianet.nl,4,https://historianet.nl/techniek/uitvindingen/wie-bouwde-de-eerste-auto,auto 1885 (https://www.notion.so/auto-1885-b9060eea81874020870bd915310e2e96?pvs=21),relevant,,historianet.nl (https://www.notion.so/historianet-nl-d4ad12c56b334356befa2173fac8f43a?pvs=21),Bonnier Publications International AS (Noorwegen)  - Groot oud familiebedrijf; heeft ook een flink aantal tijdschriften van Time Inc overgenomen in 2007. https://en.wikipedia.org/wiki/Bonnier_Group,redelijk_begrijpelijk,informatief,"abo-print,about-voorbeeld,infinite_scroll,log_in (geheel/gedeeltelijk),webshop",commercieel,Uitgevers (div. commercieel),2 of meer woorden,"company_promotion,many_ads",,,informatieproduct div. commercieel,8,1,,https://historianet.nl,- (klokhuis 2),Maarten Sprenger,Needs peer-review,"January 8, 2024 2:56 PM",geschiedenis
Just-in-case,Hoe vaak zou je eigenlijk moeten poepen? | Pfizer,4,https://www.pfizer.nl/je-goed-voelen/hoe-vaak-zou-je-eigenlijk-moeten-poepen,poep (https://www.notion.so/poep-b58d803c8c3b49ca859e4e8844e5c287?pvs=21),relevant,,pfizer.nl (https://www.notion.so/pfizer-nl-404ddaa4eb514720a6e0e0e99692a5e6?pvs=21),"Pfizer bv, Capelle a/d IJssel.",redelijk_begrijpelijk,informatief,"bedrijfsinfo/uithangbord,fabrikant,promotioneel,vakinformatie/beroepsinfo",commercieel,Farmaceutische industrie,Eén woord,company_promotion,,,product-/bedrijfsinfo + uithangbord,10,1,,https://www.pfizer.nl,"- (JJ 1, 4; BD 8; KH 10)",Maarten Sprenger,Done,"January 8, 2024 1:39 PM",gezondheid
Ja,Nijlpaard - WILDLANDS,4,https://www.wildlands.nl/dieren/nijlpaard,nijlpaard (https://www.notion.so/nijlpaard-b588c59f99514b8abbca9c6ea1c1d64e?pvs=21),relevant,,wildlands.nl (https://www.notion.so/wildlands-nl-5af05b2a05b94829a8b9d52c260bb24f?pvs=21),,redelijk_begrijpelijk,informatief,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,edutainment,meertalig,promotioneel,webshop",commercieel,Dierentuinen (stichting/bedrijf),Eén woord,company_promotion,,,product-/bedrijfsinfo + uithangbord,2,1,,https://www.wildlands.nl,4,Maarten Sprenger,Done,"January 8, 2024 12:15 PM",dieren
Just-in-case,Prinses Amalia (@amalia_v_oranje) • Instagram-foto's en -video's,4,https://www.instagram.com/amalia_v_oranje/,amalia (https://www.notion.so/amalia-aa97579ee6d44527bb4b8b5a7ca69f05?pvs=21),relevant,,instagram.com (https://www.notion.so/instagram-com-722a1183f8754432b3a70fd3c6840fa7?pvs=21),(Meta),nvt,informatief,"BigTech,edutainment,entertainment,infinite_scroll,platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,Named entity,"company_promotion,limited_ads",,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.instagram.com/,"- (JJ 4, 6, 7, 9)",Maarten Sprenger,Done,"January 8, 2024 11:37 AM",
Just-in-case,Zuivering van oppervlaktewater | TAUW,4,https://www.tauw.nl/op-welk-gebied/waterzuivering-waterketen/zuivering-van-oppervlaktewater.html,hoe wordt oppervlaktewater gezuiverd? (https://www.notion.so/hoe-wordt-oppervlaktewater-gezuiverd-d25d54c456634778963b54124197c583?pvs=21),relevant,,tauw.nl (https://www.notion.so/tauw-nl-41b9b86f388447f0bb97fb8dc82b4aea?pvs=21),TAUW,complex,informatief,"bedrijfsinfo/uithangbord,vakinformatie/beroepsinfo",commercieel,Winkels en bedrijven div,Vragen,company_promotion,,,product-/bedrijfsinfo + uithangbord,2,1,,https://www.tauw.nl/,"8, 10",Maarten Sprenger,Done,"January 8, 2024 10:19 AM",
Nee,Hoe worden onze houten buitendeuren gemaakt? - Deurdirect,4,https://deurdirect.nl/hoe-worden-onze-houten-buitendeuren-gemaakt/,wat voor soort producten worden er gemaakt bij de tuindeur (https://www.notion.so/wat-voor-soort-producten-worden-er-gemaakt-bij-de-tuindeur-c97711301e81436884d92c244c825294?pvs=21),relevant,webshop_result_page,deurdirect.nl (https://www.notion.so/deurdirect-nl-4e23a2aad5c04326b66f700c130cc207?pvs=21),DeurDirect,redelijk_begrijpelijk,transactional,webshop,commercieel,Winkels en bedrijven div,Vragen,company_promotion,,(Bijna) alleen shops op de query,webshop/winkel+promotioneel deel,2,1,,https://deurdirect.nl/,10,Maarten Sprenger,Done,"January 8, 2024 9:59 AM",
Nee,Vroege vogel of eerder een nachtbraker? Wat je slaappatroon onthult over je persoonlijkheid | Gezond & Gelukkig | hln.be,4,https://www.hln.be/gezond-en-gelukkig/vroege-vogel-of-eerder-een-nachtbraker-wat-je-slaappatroon-onthult-over-je-persoonlijkheid~a4795317/?referrer=https%3A%2F%2Fwww.google.nl%2F,nachtbraker vogel (https://www.notion.so/nachtbraker-vogel-b6b801cd50fd43079cd58c875c39b482?pvs=21),niet_relevant,,hln.be (https://www.notion.so/hln-be-51754045b51a4ad29d7a958af9ece869?pvs=21),DPG Media Group,redelijk_begrijpelijk,informatief,"abo-print,clickbait,infinite_scroll,meertalig,nieuws,paywall (geheel/gedeeltelijk),sensatie-site (helemaal/gedeeltelijk),webshop",ultra_commercieel,Uitgevers (div. commercieel),2 of meer woorden,many_ads,,,informatieproduct div. commercieel,17,1,,https://www.hln.be/,-,Maarten Sprenger,Done,"January 7, 2024 5:38 PM",
Ja,Merelbeke - Wikipedia,4,https://en.wikipedia.org/wiki/Merelbeke,merelbeke (https://www.notion.so/merelbeke-acbee75a66994b1d93ec92df0aa53a50?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Named entity,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"January 7, 2024 5:21 PM",
Ja,"Seks, vrijen en neuken",4,https://www.jouwggd.nl/seks-en-relaties/seks-vrijen-en-neuken/,seks (https://www.notion.so/seks-a5510d355afb4d61a71ac7602649129a?pvs=21),relevant,,jouwggd.nl (https://www.notion.so/jouwggd-nl-e0d0d4fb16184c3b9c41b874d0bd84e7?pvs=21),JouwGGD.nl is de jongerenwebsite van GGD’en en JGZ-organisaties in Nederland.,redelijk_begrijpelijk,navigational,"doelgroep VO/12+,informatie_primair_doel,kennisbank/centrum",not_for_profit,Federatieve instelling/unie,Eén woord,no_ads,,,kwaliteitsinfo-gezondheidsorganisaties,1,1,,https://www.jouwggd.nl/,-,Maarten Sprenger,Done,"January 7, 2024 4:42 PM","gezondheid,lichaam"
Just-in-case,galei Nederlands woordenboek - Woorden.org,4,https://www.woorden.org/woord/galei,galei (https://www.notion.so/galei-a4c826881db541d3abc3e7e741cacc85?pvs=21),relevant,,woorden.org (https://www.notion.so/woorden-org-fe128297165b4432982fac2e8b1973b5?pvs=21),"Slot Webcommerce BV, K Dictionaries Ltd.",complex,informatief,woordenboek,commercieel,Uitgevers (div. commercieel),Eén woord,"many_ads,online_kanspel_ads_2/24",,Vooral woordenboek-resultaten,informatieproduct div. commercieel,4,1,,https://www.woorden.org,-,Maarten Sprenger,Almost completed,"January 7, 2024 4:20 PM",
Just-in-case,Great Barrier Reef: 10 Mooiste Bezienswaardigheden - Droomplekken.nl,4,https://www.droomplekken.nl/australie/great-barrier-reef/,het groot Barrierif (https://www.notion.so/het-groot-Barrierif-d002ac8bd4734868bac5bf2a7ce0624a?pvs=21),relevant,,droomplekken.nl (https://www.notion.so/droomplekken-nl-c2d788ae63b847adbd62d58ebe446ecc?pvs=21),Droomplekken.nl / Corno van den Berg,redelijk_begrijpelijk,informatief,"journalistiek,link/reclamevehikel,promotioneel",commercieel,Reisorganisaties,Named entity,many_ads,,,product-/bedrijfsinfo + uithangbord,15,1,,https://www.droomplekken.nl/,-,Maarten Sprenger,Done,"January 2, 2024 4:29 PM",
